Column1,Column2,Column3
2.0909224,0.066641375,2.024281
2.0912364,0.06667948,2.0245569
2.0771747,0.06439981,2.012775
2.0568886,0.064896815,1.9919918
2.072245,0.064831816,2.0074131
2.110989,0.066567004,2.0444221
2.0820363,0.065088406,2.0169477
2.0604942,0.06388651,1.9966078
2.048402,0.06457013,1.9838319
2.0522,0.064115435,1.9880846
2.0665586,0.064915694,2.001643
2.1028318,0.0648858,2.037946
2.0649927,0.06540013,1.9995924
2.0712097,0.063801214,2.0074084
2.092867,0.065129735,2.0277371
2.016417,0.06405949,1.9523575
2.1064887,0.064754985,2.0417337
2.0459468,0.0634587,1.9824882
2.0578394,0.06433818,1.9935013
2.1102977,0.06413772,2.04616
2.0518146,0.06318107,1.9886335
2.0881422,0.064627945,2.0235143
2.0795646,0.06359342,2.0159712
2.095646,0.06421766,2.0314283
2.081131,0.06543936,2.0156915
2.0274491,0.063720606,1.9637284
2.0239642,0.06378147,1.9601827
2.0623477,0.06539495,1.9969527
2.0636008,0.063363545,2.0002372
2.106305,0.06376026,2.0425446
2.06625,0.06405684,2.0021932
2.036929,0.064548224,1.9723806
2.071978,0.0645098,2.0074682
2.0681252,0.0638947,2.0042305
2.0445173,0.06336,1.9811573
2.0006247,0.06324226,1.9373823
2.0922873,0.06419529,2.028092
2.069634,0.06391607,2.005718
2.0843515,0.063263945,2.0210876
2.0119505,0.06310076,1.9488497
2.0813715,0.06294456,2.018427
1.9737374,0.064426444,1.9093109
2.0477998,0.06342461,1.9843751
2.0281732,0.06333485,1.9648383
2.022347,0.06333767,1.9590093
2.0179043,0.06495524,1.952949
2.0036993,0.062933564,1.9407656
2.0831888,0.06425795,2.018931
1.998217,0.06412928,1.9340878
2.0280645,0.063511625,1.9645528
1.9944994,0.063525386,1.930974
1.9907434,0.064609006,1.9261343
2.0357196,0.06330112,1.9724185
2.0009072,0.063121244,1.937786
2.0713398,0.06275011,2.0085897
2.0184078,0.062986,1.9554219
2.0093002,0.063281134,1.9460192
2.0622532,0.06387794,1.9983753
2.0168636,0.06415347,1.9527102
1.9943204,0.06405267,1.9302677
2.0109568,0.06408015,1.9468765
2.0061476,0.06333142,1.9428163
2.0994117,0.06383704,2.0355747
2.0300934,0.06310444,1.966989
1.9916788,0.063893266,1.9277855
2.0712464,0.06408054,2.007166
2.0044706,0.0648844,1.9395862
1.9924242,0.062922515,1.9295018
2.0034676,0.062971465,1.9404961
2.0329733,0.0627973,1.9701761
2.0047648,0.06277155,1.9419932
2.0495107,0.063568294,1.9859424
1.99272,0.06294541,1.9297746
2.0251324,0.062838055,1.9622943
2.0422478,0.064031735,1.9782159
1.9968306,0.06496628,1.9318643
1.9532719,0.06308113,1.8901907
1.9852743,0.06461042,1.920664
2.0093327,0.06257393,1.9467587
2.0326016,0.062268715,1.970333
2.0038037,0.06244666,1.941357
1.9762349,0.062576294,1.9136586
1.9852778,0.063315235,1.9219625
1.9608217,0.061867878,1.8989539
1.9849256,0.06299771,1.9219279
1.9668839,0.062036064,1.9048479
1.9835441,0.063179895,1.9203643
1.972689,0.063216075,1.909473
1.9648995,0.06464442,1.9002551
1.9235257,0.063346505,1.8601792
2.0216248,0.06449072,1.957134
1.9790772,0.06308805,1.9159892
1.9831865,0.06265551,1.920531
1.9984651,0.062588714,1.9358764
1.9701427,0.064548485,1.9055942
1.9625276,0.06282244,1.8997052
2.0156903,0.06534373,1.9503467
2.0139568,0.063774526,1.9501823
1.9878182,0.06247633,1.925342
2.0102782,0.06136966,1.9489086
1.9956892,0.0633093,1.9323798
1.9517757,0.06295239,1.8888233
1.9612602,0.063808225,1.897452
1.98561,0.0630694,1.9225407
1.9438331,0.06287289,1.8809602
1.9786963,0.06356006,1.9151363
1.9121035,0.06525132,1.8468522
2.0257208,0.06429144,1.9614294
1.9655735,0.063634865,1.9019387
1.9662627,0.06334558,1.9029171
2.0160322,0.06348744,1.9525447
1.9739448,0.06162768,1.9123172
1.984828,0.063897096,1.9209309
1.9931056,0.06384805,1.9292576
1.933664,0.06267397,1.87099
1.9704671,0.062406354,1.9080608
1.9699025,0.0617239,1.9081786
1.9945886,0.06321424,1.9313743
1.988879,0.06305136,1.9258276
1.9522879,0.06286099,1.889427
1.949336,0.06357778,1.8857583
1.9455733,0.06436601,1.8812073
1.9860849,0.06278018,1.9233048
2.0140367,0.062037785,1.951999
2.0061886,0.06274531,1.9434433
1.9935473,0.06400388,1.9295435
1.9325954,0.06265935,1.869936
1.9993988,0.06294545,1.9364533
1.9568387,0.06346811,1.8933706
1.9626849,0.06324605,1.8994389
1.9660991,0.06275565,1.9033434
1.9643799,0.06336326,1.9010166
1.9491336,0.06266097,1.8864727
1.9274777,0.06251619,1.8649615
2.0110078,0.06238805,1.9486198
1.962971,0.063282035,1.899689
2.00221,0.06230727,1.9399027
1.9553694,0.06290953,1.8924599
1.9433651,0.063944526,1.8794205
1.9765861,0.06277801,1.9138081
1.9762256,0.06325837,1.9129672
1.9385772,0.063161455,1.8754157
1.9597043,0.060791656,1.8989127
1.9873295,0.06212745,1.925202
1.9018604,0.062471546,1.8393888
1.9724007,0.062583864,1.9098167
2.0050402,0.062738724,1.9423015
1.9074903,0.0628748,1.8446155
1.8817425,0.06299566,1.8187468
1.9713044,0.061332125,1.9099723
1.9215341,0.0628503,1.8586838
1.898499,0.062738605,1.8357604
1.9455924,0.06315073,1.8824416
1.9318279,0.06273582,1.8690921
1.9220912,0.061787903,1.8603034
1.9211704,0.062479418,1.858691
1.9540659,0.062212072,1.8918538
1.965011,0.06272738,1.9022837
1.927214,0.062041983,1.865172
1.9171796,0.06267592,1.8545036
1.9783806,0.06262418,1.9157563
1.9098259,0.06221779,1.8476081
1.9050052,0.062498223,1.842507
1.9916668,0.0635836,1.9280832
1.8795482,0.06274677,1.8168014
1.9296104,0.06345737,1.866153
1.9650558,0.06431214,1.9007437
1.9523981,0.06301541,1.8893826
1.9015119,0.06361585,1.8378961
1.980289,0.0614769,1.918812
1.893482,0.063867405,1.8296145
1.9774764,0.06302022,1.9144561
1.8852506,0.061995972,1.8232546
1.8978885,0.06278981,1.8350987
1.9279592,0.06332808,1.8646312
1.902718,0.06154725,1.8411707
1.8936278,0.063534364,1.8300934
1.9163533,0.061812226,1.8545411
1.8787354,0.06348853,1.8152469
1.9774371,0.06262314,1.914814
1.944632,0.06258676,1.8820453
1.8479364,0.06196747,1.7859689
1.9082013,0.06292644,1.8452749
1.9168078,0.063780256,1.8530275
1.960941,0.06392766,1.8970133
1.9696667,0.06252365,1.9071431
1.9420421,0.06326276,1.8787794
1.9926069,0.063334994,1.9292719
1.8724918,0.061490107,1.8110018
1.9339607,0.06268572,1.871275
1.9385746,0.06330091,1.8752737
1.8896185,0.061249696,1.8283688
1.9243933,0.061835736,1.8625575
1.872122,0.061896566,1.8102255
1.8880094,0.062760696,1.8252487
1.9216583,0.06256608,1.8590922
1.9381714,0.06315525,1.8750161
1.8742539,0.06333449,1.8109194
1.9508307,0.06510287,1.8857279
1.8278903,0.061723758,1.7661666
1.9616314,0.06333025,1.8983011
1.9078587,0.062318947,1.8455398
1.8805383,0.06299081,1.8175476
1.868287,0.06297047,1.8053164
1.9410611,0.06183421,1.8792269
1.9365405,0.06325449,1.873286
1.921451,0.06399021,1.8574607
1.9029049,0.06172514,1.8411797
1.8710974,0.062165525,1.808932
1.9288304,0.06216598,1.8666644
1.8996433,0.060957845,1.8386855
1.8746727,0.064477354,1.8101953
1.9195745,0.063419595,1.8561549
1.9395115,0.0627608,1.8767507
1.8806735,0.06309299,1.8175806
1.9888576,0.06281535,1.9260423
1.8742721,0.06251741,1.8117547
1.869428,0.061838083,1.80759
1.9118607,0.061113313,1.8507473
1.9151521,0.06303593,1.8521161
1.8833482,0.06312413,1.820224
1.9410744,0.06328803,1.8777864
1.8613623,0.06317982,1.7981825
1.9209671,0.06238079,1.8585863
1.8436186,0.06205093,1.7815677
1.841854,0.06271152,1.7791425
1.9277625,0.062175017,1.8655875
1.9226546,0.06190852,1.8607461
1.863379,0.06128998,1.802089
1.8515177,0.062376052,1.7891417
1.9145187,0.06282497,1.8516937
1.9063094,0.061749246,1.8445601
1.946264,0.063871324,1.8823926
1.8970786,0.06310574,1.8339729
1.881079,0.06274842,1.8183305
1.8978477,0.061097357,1.8367503
1.8519845,0.06274061,1.7892439
1.9357381,0.06265507,1.873083
1.911313,0.061351776,1.8499613
1.9272366,0.06281596,1.8644207
1.9107106,0.063485615,1.847225
1.9309499,0.06318693,1.867763
1.8717846,0.06267271,1.8091118
1.932284,0.061899852,1.8703841
1.9159393,0.06237397,1.8535653
1.8922775,0.063123666,1.8291538
1.9376538,0.062411543,1.8752422
1.9300364,0.061715726,1.8683207
1.9342347,0.06230004,1.8719347
1.9197228,0.063531965,1.8561908
1.9082955,0.06321705,1.8450785
1.8865513,0.061718702,1.8248326
1.9149911,0.0630276,1.8519635
1.885015,0.061412778,1.8236022
1.9061584,0.06368471,1.8424737
1.8736974,0.06209144,1.8116059
1.9028183,0.062011912,1.8408064
1.834793,0.062092956,1.7727001
1.9667343,0.061578352,1.9051559
1.8644017,0.06304761,1.801354
1.9457217,0.06354536,1.8821764
1.8560021,0.061627246,1.7943748
1.83639,0.06274941,1.7736406
1.8765092,0.064030945,1.8124783
1.8769076,0.0636217,1.813286
1.8879093,0.061680447,1.8262289
1.8402225,0.06174169,1.7784808
1.8631971,0.06331195,1.7998852
1.8897982,0.06384652,1.8259517
1.7866054,0.061948717,1.7246567
1.9087039,0.06366742,1.8450365
1.893373,0.06128572,1.8320873
1.9089962,0.06356003,1.8454362
1.8594891,0.060974997,1.7985141
1.9070696,0.06239357,1.844676
1.8383676,0.06173312,1.7766345
1.8035789,0.06285617,1.7407227
1.834374,0.06261787,1.771756
1.8479903,0.06183718,1.7861531
1.8965836,0.06229569,1.8342879
1.8993453,0.06226006,1.8370852
1.8683736,0.062117096,1.8062565
1.8820611,0.06227433,1.8197868
1.8604833,0.06269064,1.7977927
1.8620845,0.061953828,1.8001307
1.9178108,0.06213304,1.8556777
1.8827409,0.062472295,1.8202685
1.8290452,0.06110604,1.7679391
1.8659813,0.062988944,1.8029923
1.8628594,0.062763795,1.8000956
1.857027,0.062753856,1.7942733
1.8968177,0.06173534,1.8350823
1.8813769,0.062916845,1.81846
1.8912982,0.062378325,1.8289199
1.9155947,0.061055183,1.8545395
1.8057249,0.06057788,1.745147
1.9079171,0.06323609,1.844681
1.9615241,0.062079556,1.8994446
1.7582101,0.060940888,1.6972692
1.8552368,0.06163435,1.7936025
1.8993429,0.062366676,1.8369762
1.8112366,0.06152394,1.7497127
1.9080966,0.06326983,1.8448267
1.8341019,0.06349655,1.7706053
1.8470901,0.06094649,1.7861437
1.9055649,0.062593184,1.8429717
1.8942493,0.063130975,1.8311183
1.8194859,0.06259717,1.7568887
1.914165,0.063710704,1.8504543
1.8703537,0.062596835,1.8077569
1.8933213,0.062099945,1.8312213
1.8643582,0.06169609,1.8026621
1.8377506,0.06304119,1.7747093
1.773101,0.06262766,1.7104733
1.8619677,0.06285941,1.7991083
1.8861462,0.061252996,1.8248932
1.9277607,0.06309974,1.864661
1.8606149,0.062119134,1.7984958
1.8877448,0.06240616,1.8253386
1.8712115,0.062281493,1.80893
1.873018,0.061435387,1.8115827
1.8144352,0.062502645,1.7519326
1.8774893,0.06306317,1.8144262
1.8080158,0.062744275,1.7452716
1.8326204,0.06131996,1.7713004
1.8590744,0.06252795,1.7965465
1.8058747,0.061284862,1.7445898
1.9022021,0.06312114,1.839081
1.9143711,0.061451804,1.8529193
1.8707337,0.061824962,1.8089088
1.8136106,0.06225772,1.7513528
1.7996047,0.06081721,1.7387874
1.8349674,0.06367799,1.7712893
1.8378115,0.06245425,1.7753572
1.8279082,0.06216653,1.7657416
1.8072141,0.062398087,1.7448161
1.868272,0.062306326,1.8059657
1.8845339,0.0616995,1.8228344
1.8687378,0.061753117,1.8069847
1.8930743,0.0624449,1.8306293
1.8502327,0.061606344,1.7886264
1.8482584,0.06236745,1.7858909
1.9055946,0.063459456,1.8421351
1.8759532,0.063753136,1.8122001
1.8824682,0.06379203,1.8186762
1.8928968,0.062464003,1.8304328
1.809841,0.06138104,1.74846
1.8456056,0.06163401,1.7839715
1.8496284,0.062145922,1.7874825
1.8065535,0.061826568,1.7447269
1.833075,0.060737975,1.7723371
1.8594819,0.06311767,1.7963643
1.8676678,0.06271178,1.804956
1.8550467,0.061552368,1.7934943
1.8481127,0.0625392,1.7855735
1.8862414,0.06339242,1.822849
1.7771896,0.062197622,1.714992
1.8294896,0.06258859,1.766901
1.8950636,0.061864674,1.833199
1.8274851,0.061902966,1.7655821
1.8647298,0.06304095,1.8016888
1.8834137,0.062615134,1.8207985
1.8432026,0.06246184,1.7807407
1.8299576,0.062112886,1.7678447
1.8109913,0.062640406,1.7483509
1.8269247,0.061580066,1.7653446
1.8396016,0.06188644,1.7777152
1.8612537,0.061290536,1.7999632
1.8499647,0.06206288,1.7879019
1.745708,0.06156491,1.6841431
1.8518525,0.06303292,1.7888197
1.8320243,0.0631586,1.7688657
1.84589,0.06317232,1.7827177
1.8862611,0.06240359,1.8238575
1.7961714,0.06125201,1.7349194
1.8274467,0.061366063,1.7660806
1.8530238,0.06142325,1.7916005
1.8029264,0.062225424,1.740701
1.9138949,0.06266161,1.8512332
1.83926,0.06162847,1.7776315
1.8437177,0.060330108,1.7833875
1.8239067,0.06264517,1.7612615
1.8720597,0.06209396,1.8099657
1.8262441,0.06331467,1.7629294
1.8335843,0.06155148,1.7720329
1.7854177,0.061104693,1.724313
1.8112273,0.06288609,1.7483412
1.8533424,0.062131315,1.7912111
1.8191731,0.063615516,1.7555575
1.8706254,0.062858514,1.8077669
1.9023337,0.061909948,1.8404238
1.8111547,0.06080834,1.7503464
1.8691899,0.06153974,1.8076501
1.7999074,0.061785758,1.7381217
1.8284868,0.063493945,1.7649928
1.8499196,0.06197608,1.7879435
1.810389,0.061990816,1.7483982
1.88911,0.06209946,1.8270105
1.8204194,0.061315905,1.7591035
1.8499044,0.062895454,1.787009
1.845989,0.06172655,1.7842624
1.8143206,0.06253909,1.7517815
1.8648407,0.062846005,1.8019948
1.8510386,0.06230329,1.7887353
1.8513763,0.06208135,1.789295
1.82827,0.060769062,1.7675009
1.8422022,0.06154159,1.7806606
1.8704431,0.062004548,1.8084385
1.8140366,0.06491794,1.7491187
1.83369,0.061902635,1.7717874
1.801385,0.06217057,1.7392144
1.8938345,0.062079046,1.8317554
1.8282216,0.0608412,1.7673804
1.8802135,0.062128257,1.8180852
1.8669183,0.06253696,1.8043814
1.797268,0.06332933,1.7339387
1.8663392,0.062267285,1.8040719
1.8929479,0.061107047,1.8318409
1.8329977,0.0630498,1.7699479
1.7529496,0.062368263,1.6905813
1.8477513,0.06311258,1.7846386
1.8095992,0.06173086,1.7478683
1.8195193,0.0638049,1.7557144
1.8261304,0.063177764,1.7629527
1.8326898,0.06287538,1.7698144
1.8158839,0.06210856,1.7537754
1.8511128,0.061795197,1.7893176
1.883288,0.06266941,1.8206186
1.8088751,0.06102751,1.7478476
1.8648598,0.06276211,1.8020977
1.8190447,0.06228193,1.7567627
1.8635645,0.062242907,1.8013216
1.8533359,0.062334478,1.7910013
1.8368198,0.062101025,1.7747188
1.8202834,0.061178043,1.7591053
1.8592802,0.06229598,1.7969842
1.8565598,0.062266365,1.7942934
1.7923486,0.06170729,1.7306414
1.83503,0.061439037,1.7735909
1.7754782,0.06290331,1.712575
1.8641301,0.061639436,1.8024907
1.8353304,0.06210578,1.7732246
1.8347875,0.061152633,1.7736349
1.871862,0.062809125,1.809053
1.8282634,0.06190452,1.7663589
1.798595,0.062143166,1.7364517
1.7159961,0.06205271,1.6539434
1.8803769,0.062302448,1.8180745
1.7477367,0.06321067,1.684526
1.8143213,0.061302204,1.7530191
1.8225324,0.063288935,1.7592435
1.8251817,0.062462874,1.7627188
1.8537016,0.062499955,1.7912016
1.8208414,0.06061816,1.7602233
1.7666496,0.061597988,1.7050517
1.800218,0.06278507,1.737433
1.8226277,0.06214493,1.7604828
1.8122036,0.06300282,1.7492008
1.791649,0.060630232,1.7310188
1.7740656,0.06293329,1.7111323
1.842361,0.062331486,1.7800295
1.8640242,0.06284325,1.801181
1.818782,0.060720813,1.7580612
1.7820606,0.06343746,1.7186232
1.7551916,0.06083752,1.694354
1.7800138,0.06271367,1.7173002
1.8335685,0.061738316,1.7718301
1.8269485,0.061997376,1.7649511
1.7647446,0.06315796,1.7015867
1.8788791,0.061923563,1.8169556
1.8705273,0.06353715,1.8069901
1.8083328,0.0624424,1.7458904
1.8281621,0.06250106,1.765661
1.798148,0.06201615,1.7361319
1.845867,0.0622214,1.7836456
1.8188413,0.061868094,1.7569733
1.7905846,0.06250315,1.7280815
1.8438392,0.06202107,1.7818182
1.8608865,0.062030237,1.7988563
1.8018994,0.062371526,1.739528
1.8062296,0.06177782,1.7444518
1.8224431,0.06177909,1.760664
1.8186613,0.06181755,1.7568438
1.813386,0.06196496,1.751421
1.7480799,0.06055246,1.6875274
1.8084838,0.06349596,1.7449878
1.8292204,0.0629906,1.7662299
1.8320199,0.061374538,1.7706454
1.8000501,0.061371114,1.738679
1.7719872,0.063769415,1.7082177
1.8485945,0.06203703,1.7865576
1.7944026,0.0628764,1.7315261
1.7982002,0.061764807,1.7364354
1.8296506,0.06121218,1.7684385
1.7906156,0.06212001,1.7284956
1.8634388,0.06271861,1.8007202
1.8523483,0.061156906,1.7911915
1.8769883,0.06131252,1.8156757
1.8042263,0.06206983,1.7421565
1.8434274,0.061193127,1.7822343
1.7900888,0.062223986,1.7278647
1.8388652,0.062753364,1.7761118
1.8279909,0.061996557,1.7659943
1.8086392,0.061599944,1.7470392
1.7845803,0.062255334,1.722325
1.847564,0.06174064,1.7858233
1.7077346,0.062493537,1.645241
1.8603636,0.06307796,1.7972857
1.8256824,0.061277594,1.7644048
1.8066071,0.062221874,1.7443852
1.7719368,0.06079512,1.7111417
1.8186991,0.061340094,1.757359
1.796059,0.061014272,1.7350447
1.7984333,0.061976675,1.7364566
1.8114237,0.060860224,1.7505634
1.8179749,0.06287152,1.7551033
1.8039542,0.06203454,1.7419198
1.8133831,0.061926205,1.7514569
1.8636962,0.063246146,1.8004501
1.7855079,0.061642773,1.7238652
1.8037899,0.061312784,1.742477
1.8421743,0.061653726,1.7805206
1.8380914,0.06106349,1.7770278
1.8199592,0.06232646,1.7576327
1.7857496,0.062371112,1.7233784
1.7686306,0.063151255,1.7054794
1.8475235,0.062639676,1.7848837
1.7852544,0.063059166,1.7221951
1.8266013,0.06063834,1.765963
1.7834426,0.060567312,1.7228754
1.8543224,0.063517846,1.7908046
1.7681249,0.060443427,1.7076815
1.8218064,0.06448724,1.7573192
1.7685099,0.06313226,1.7053776
1.7853472,0.06189671,1.7234505
1.7595936,0.061832838,1.6977608
1.8157161,0.061772473,1.7539437
1.7705594,0.06157866,1.7089808
1.8071191,0.062761,1.7443582
1.7907531,0.059945554,1.7308075
1.8184621,0.061997984,1.7564641
1.7668754,0.06124641,1.705629
1.7836932,0.062204283,1.721489
1.845707,0.061281875,1.7844251
1.7968,0.061736174,1.7350638
1.7710117,0.063190676,1.707821
1.7489277,0.06223807,1.6866896
1.8591114,0.06043858,1.7986728
1.8678275,0.062255822,1.8055717
1.763039,0.061223872,1.7018151
1.8199348,0.06299573,1.7569392
1.7985413,0.06280893,1.7357323
1.8576279,0.06394167,1.7936862
1.767781,0.060673695,1.7071073
1.7746229,0.062239826,1.7123832
1.7542287,0.06319745,1.6910312
1.7555685,0.061878946,1.6936896
1.7972767,0.06196707,1.7353097
1.8266228,0.06325605,1.7633668
1.7509301,0.062096577,1.6888335
1.803361,0.06263901,1.7407221
1.7851245,0.062337592,1.7227869
1.8130598,0.06189749,1.7511623
1.8358941,0.06245799,1.7734361
1.7653358,0.06134359,1.7039922
1.7637056,0.062383585,1.7013221
1.7920828,0.062545456,1.7295374
1.8703848,0.061669953,1.8087149
1.7817665,0.06059373,1.7211728
1.8498735,0.062782526,1.787091
1.7506952,0.06123576,1.6894594
1.7982377,0.06285856,1.7353791
1.7561074,0.061107222,1.6950002
1.8319188,0.06339061,1.7685282
1.8575215,0.06161901,1.7959025
1.7807328,0.062603086,1.7181296
1.7907598,0.060299918,1.7304599
1.8163439,0.062247243,1.7540966
1.7612176,0.062024962,1.6991926
1.8477536,0.061945092,1.7858086
1.7430867,0.062438883,1.6806479
1.6898249,0.06309887,1.626726
1.7343937,0.062390834,1.6720029
1.8004907,0.062561676,1.7379291
1.7986559,0.061702915,1.7369529
1.81699,0.06110346,1.7558866
1.8003299,0.06176206,1.7385678
1.7986224,0.062669955,1.7359524
1.7729253,0.06021827,1.712707
1.8549211,0.063931584,1.7909895
1.7669394,0.06168595,1.7052535
1.6457943,0.059614852,1.5861794
1.8410646,0.06038035,1.7806842
1.7668107,0.061412122,1.7053986
1.7913464,0.06334838,1.727998
1.833565,0.0629318,1.7706332
1.8151723,0.06277218,1.7524002
1.7792861,0.062585555,1.7167006
1.823717,0.06175482,1.7619622
1.6962426,0.06167772,1.6345649
1.77654,0.061456915,1.7150831
1.8402385,0.06198239,1.778256
1.7675177,0.06255373,1.7049639
1.7804545,0.061529323,1.7189252
1.790714,0.06190996,1.7288041
1.8101656,0.06282639,1.7473392
1.782944,0.062051922,1.7208921
1.8223548,0.06179996,1.7605548
1.7711073,0.061004717,1.7101026
1.7819047,0.061379444,1.7205253
1.8109667,0.062285997,1.7486807
1.7532735,0.061598513,1.691675
1.8270658,0.06232551,1.7647403
1.8085023,0.061785236,1.7467171
1.7982767,0.062436514,1.7358402
1.7655245,0.06252735,1.7029972
1.7534252,0.060550146,1.6928751
1.7805408,0.061377224,1.7191637
1.8372663,0.06217025,1.775096
1.7468871,0.061541118,1.685346
1.7800438,0.061271455,1.7187724
1.6969105,0.06294334,1.6339672
1.7838848,0.060369667,1.7235152
